"id","name","laboratory","theraputic_class","pharmaco_class","dci","commercial_name","dci_code","form","dosage","conditioning","type","list","country","marketed","reimbursable","reference_price","ppa_indicative","registration_num","notice_link","img_link"
3076,"NICOTINELL 7MG/24H (SOIT 17,5MG DE S(-) NICOTINE TOTALE/DISPOSITIF DE 10CM2) DISPOSITIF TRANSDERMIQUE EN PATCHS B/07 ET B/28","NOVARTIS","PSYCHIATRIE","A.T.U.(AUTORISATION TEMPORAIRE D'UTILISATION )","NICOTINE","NICOTINELL","16F116","DISPOSITIF","7MG/24H (SOIT 17,5MG DE S(-) NICOTINE TOTALE/DISPOSITIF DE 10CM2)","B/07 ET B/28","Princeps","N/D","FRANCE",True,True,"0","","267/ 16 F 116 /08","https://www.pharmnet-dz.com/notice.ashx?id=2331","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2331.png"
3077,"NIDAZOLE 250MG COMP. PELLI. B/30","HIKMA PHARMACEUTICALS","INFECTIOLOGIE","NITRO-5-IMIDAZOLES","METRONIDAZOLE","NIDAZOLE","13F039","COMP. PELLI.","250MG","B/30","Générique","Liste I","JORDANIE",True,False,"161","","001/ 13 F 039 /97/06","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3078,"NIDAZOLE 125MG/5ML SUSP.BUV. FL/100ML","HIKMA PHARMACEUTICALS","INFECTIOLOGIE","NITRO-5-IMIDAZOLES","METRONIDAZOLE","NIDAZOLE","13F040","SUSP. BUV.","125MG/5ML","FL/100ML","Générique","Liste I","JORDANIE",True,True,"115","","001/ 13 F 040 /97","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3079,"NIDAZOLE 200MG/5ML SUSP. BUV. B/1FL DE 100ML+ BOUCHON DOSEUR","HIKMA PHARMACEUTICALS","INFECTIOLOGIE","NITRO-5-IMIDAZOLES","METRONIDAZOLE BENZOATE EXPRIME EN METRONIDAZOLE","NIDAZOLE","13F225","SUSP. BUV.","200MG/5ML","B/1FL DE 100ML+ BOUCHON DOSEUR","Générique","Liste I","ALGERIE",True,False,"0","","001/ 13 F 225 /06/12","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3080,"NIDAZOLE 500MG COMP. PELLI. B/30","HIKMA PHARMACEUTICALS","INFECTIOLOGIE","NITRO-5-IMIDAZOLES","METRONIDAZOLE","NIDAZOLE","13F199","COMP. PELLI.","500MG","B/30","Générique","Liste I","JORDANIE",True,False,"240","","001/ 13 F 199 /07/14","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3081,"NIDILAT 10MG CAPS. B/30","SANOFI DOGU","CARDIOLOGIE ET ANGEIOLOGIE","ANTAGONISTES CALCIQUES","NIFEDIPINE","NIDILAT","06B017","CAPS.","10MG","B/30","Générique","Liste I","TURQUIE",True,True,"0","","250/ 06 B 017 /01","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/64.png"
3082,"NIDREL 10MG COMP. B/28","SCHWARZ PHARMA","CARDIOLOGIE ET ANGEIOLOGIE","ANTI-HYPERTENSEURS","NITRENDIPINE","NIDREL","06E223","COMP.","10MG","B/28","Générique","Liste I","FRANCE",True,True,"285.6","","273/ 06 E 223 /06","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3083,"NIDREL 20MG COMP. B/28","SCHWARZ PHARMA","CARDIOLOGIE ET ANGEIOLOGIE","ANTI-HYPERTENSEURS","NITRENDIPINE","NIDREL","06E224","COMP.","20MG","B/28","Générique","Liste I","FRANCE",True,True,"571.48","","273/ 06 E 224 /06","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3084,"NIFAZID 220MG/5ML SUSP.BUV. FL/90ML","SAIDAL GROUPE","GASTRO-ENTEROLOGIE","ANTISEPTIQUES & ANTI-INFECTIEUX INTESTINAUX","NIFUROXAZIDE","NIFAZID","10C018","SUSP. BUV.","220MG/5ML","FL/90ML","Générique","Liste II","ALGERIE",True,False,"0","","003/ 10 C 018 /01","https://www.pharmnet-dz.com/notice.ashx?id=3934","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3934.png"
3085,"NIFAZIDE 220MG/5ML SUSP.BUV. FL/90ML","SAIDAL GROUPE","GASTRO-ENTEROLOGIE","ANTISEPTIQUES & ANTI-INFECTIEUX INTESTINAUX","NIFUROXAZIDE","NIFAZIDE","10C018","SUSP. BUV.","220MG/5ML","FL/90ML","Générique","Liste II","ALGERIE",True,True,"0","","003/10C018/01/17","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3086,"NIFLUGEL 0.025 GEL DERM. T/60G","BRISTOL MYERS SQUIBB","RHUMATOLOGIE","ANALGESIQUES ANTIRHUMATISMAUX EXTERNES BAUMES REVULSIFS","ACIDE NIFLUMIQUE","NIFLUGEL","21A031","GEL DERM.","0.025","T/60G","Princeps","N/D","FRANCE",True,True,"174","","017/ 21 A 031 /99/15","https://www.pharmnet-dz.com/notice.ashx?id=1383","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1383.png"
3087,"NIFLUMATE 400MG SUPPO. B/10","SAIDAL GROUPE","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","MORNIFLUMATE","NIFLUMATE","04B031","SUPPO.","400MG","B/10","Générique","Liste II","ALGERIE",True,False,"136","","003/ 04 B 031 /02/10","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3088,"NIFLUMATE 700MG SUPPO. B/10","SAIDAL GROUPE","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","MORNIFLUMATE","NIFLUMATE","04B030","SUPPO.","700MG","B/10","Générique","Liste II","ALGERIE",True,True,"171","","003/ 04 B 030 /06/14","https://www.pharmnet-dz.com/notice.ashx?id=2789","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3089,"NIFLUMENE 200MG SUPPO. B/08","LABORATOIRES SALEM","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","MORNIFLUMATE","NIFLUMENE","04B064","SUPPO.","200MG","B/08","Générique","Liste II","ALGERIE",True,True,"54.16","","231/ 04 B 064 /09","https://www.pharmnet-dz.com/notice.ashx?id=954","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/954.png"
3090,"NIFLUMENE 250MG GLES. B/30","LABORATOIRES SALEM","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","ACIDE NIFLUMIQUE","NIFLUMENE","04B029","GLES.","250MG","B/30","Générique","Liste II","ALGERIE",True,True,"118.5","","231/ 04 B 029 /08","https://www.pharmnet-dz.com/notice.ashx?id=2788","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2788.png"
3091,"NIFLUMENE 400MG SUPPO. B/08","LABORATOIRES SALEM","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","MORNIFLUMATE","NIFLUMENE","04B031","SUPPO.","400MG","B/08","Générique","Liste II","ALGERIE",True,True,"108.4","","231/ 04 B 031 /06","https://www.pharmnet-dz.com/notice.ashx?id=2795","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2795.png"
3092,"NIFLUMENE 700MG SUPPO. B/08","LABORATOIRES SALEM","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","MORNIFLUMATE","NIFLUMENE","04B030","SUPPO.","700MG","B/08","Générique","Liste II","ALGERIE",True,True,"137.12","","231/ 04 B 030 /09","https://www.pharmnet-dz.com/notice.ashx?id=2790","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2790.png"
3093,"NIFLURIC 0.025 GEL DERM. T/40G","4A SANTE INDUSTRIE SARL","RHUMATOLOGIE","ANALGESIQUES ANTIRHUMATISMAUX EXTERNES BAUMES REVULSIFS","ACIDE NIFLUMIQUE","NIFLURIC","21A031","GEL DERM.","0.025","T/40G","Générique","N/D","ALGERIE",True,True,"116","","366/ 21 A 031 /08","https://www.pharmnet-dz.com/notice.ashx?id=1384","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1384.png"
3094,"NIFLURIC 0.03 PDE.DERM. T/40G","4A SANTE INDUSTRIE SARL","RHUMATOLOGIE","ANALGESIQUES ANTIRHUMATISMAUX EXTERNES BAUMES REVULSIFS","ACIDE NIFLUMIQUE","NIFLURIC","21A001","PDE. DERM.","0.03","T/40G","Générique","N/D","ALGERIE",True,True,"80","","366/ 21 A 001 /07/13","https://www.pharmnet-dz.com/notice.ashx?id=1365","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1365.png"
3095,"NIFLURIC 200MG SUPPO. B/10","4A SANTE INDUSTRIE SARL","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","MORNIFLUMATE","NIFLURIC","04B064","SUPPO.","200MG","B/10","Générique","Liste II","ALGERIE",True,True,"67.7","","366/ 04 B 064 /10","https://www.pharmnet-dz.com/notice.ashx?id=955","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/955.png"
3096,"NIFLURIC 400MG SUPPO. B/10","4A SANTE INDUSTRIE SARL","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","MORNIFLUMATE","NIFLURIC","04B031","SUPPO.","400MG","B/10","Générique","Liste II","ALGERIE",True,False,"136","","366/ 04 B 031 /07/13","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3097,"NIFLURIC 700MG SUPPO. B/10","4A SANTE INDUSTRIE SARL","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","MORNIFLUMATE","NIFLURIC","04B030","SUPPO.","700MG","B/10","Générique","Liste II","ALGERIE",True,True,"171.4","","366/ 04 B 030 /10","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3098,"NIFRAMYCINE 1,25% **(856 250UI/100ML) SOL. NAS. FL/15ML","LAD PHARMA","RHINOLOGIE","PRODUITS LOCAUX","FRAMYCETINE","NIFRAMYCINE","22E014","SOL. NAS.","1,25% **(856 250UI/100ML)","FL/15ML","Générique","N/D","ALGERIE",False,False,"0","","079/ 22 E 014 /98/09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1932.png"
3099,"NIFRAMYCINE HYDROCORTISONE 1,25G**/0,1G/100ML SOL. NASALE FL./15ML","LAD PHARMA","RHINOLOGIE","PRODUITS LOCAUX","FRAMYCETINE** / HYDROCORTISONE (SOUS FORME DE FRAMYCETINE SULFATE / HYDROCORTISONE)","NIFRAMYCINE HYDROCORTISONE","22E015","SOL. NAS.","1,25G**/0,1G/100ML","FL./15ML","Générique","Liste I","ALGERIE",False,False,"0","","079/ 22 E 015 /08 /19","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3100,"NIFUROXAZIDE 0.04 SUSP. BUV FL/90ML","PHARMAGHREB","GASTRO-ENTEROLOGIE","ANTISEPTIQUES & ANTI-INFECTIEUX INTESTINAUX","NIFUROXAZIDE","NIFUROXAZIDE","10C018","SUSP. BUV.","0.04","FL/90ML","Générique","Liste II","ALGERIE",True,False,"0","","088/ 10 C 018 /02","https://www.pharmnet-dz.com/notice.ashx?id=3935","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3101,"NIFUROXAZIDE AFRO 0.04 SUSP,BUV, FL /90ML","ANTISEPTIQUES & ANTI-INFECTIEUX INTESTINAUX","NIFUROXAZIDE","GASTRO-ENTEROLOGIE","","NIFUROXAZIDE AFRO","10C018","SUSP. BUV.","4%","FL /90ML","","Liste II","ALGERIE",True,False,"0","","503/10C018/16","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3102,"NIFUROXAZIDE IVAL 200MG GLES. B/30","PHARMA IVAL","GASTRO-ENTEROLOGIE","ANTISEPTIQUES & ANTI-INFECTIEUX INTESTINAUX","NIFUROXAZIDE","NIFUROXAZIDE IVAL","10C017","GLES.","200MG","B/30","Générique","Liste II","ALGERIE",True,True,"185.1","","195/ 10 C 017 /07","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3103,"NIFUROXAZIDE PHYSIOPHARM 0.04 SUSP,BUV, FL /90ML","PHYSIOPHARM SARL","GASTRO-ENTEROLOGIE","ANTISEPTIQUES & ANTI-INFECTIEUX INTESTINAUX","NIFUROXAZIDE","NIFUROXAZIDE PHYSIOPHARM","10C018","SUSP. BUV.","4%","FL /90ML","Générique","Liste II","ALGERIE",True,False,"0","","462/10C018/16","https://www.pharmnet-dz.com/notice.ashx?id=4576","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/4576.png"
3104,"NIFUROXAZIDE PHYSIOPHARM 200MG GLES B/30","PHYSIOPHARM SARL","GASTRO-ENTEROLOGIE","ANTISEPTIQUES & ANTI-INFECTIEUX INTESTINAUX","NIFUROXAZIDE","NIFUROXAZIDE PHYSIOPHARM","10C017","GLES.","200MG","B/30","Générique","Liste II","ALGERIE",True,True,"185.1","","462/ 10 C 017/13","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3929.png"
3105,"NITROCINE 10MG/10ML SOL. P. PERF. IV B/10 AMP.DE 10ML","SCHWARZ PHARMA","CARDIOLOGIE ET ANGEIOLOGIE","ANTI-ANGOREUX","GLYCERYL TRINITRATE","NITROCINE","06C206","SOL. PERF.","10MG/10ML","B/10 AMP.DE 10ML","Princeps","Liste II","ALLEMAGNE",True,False,NULL,"","273/ 06 C 206 /05","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3106,"NIVAQUINE 100MG COMP. B/20","RHONE POULENC RORER","PARASITOLOGIE","ANTI-PALUDEENS","CHLOROQUINE","NIVAQUINE","19C014","COMP.","100MG","B/20","Princeps","Liste II","FRANCE",True,True,"0","","016/ 19 C 014 /96","https://www.pharmnet-dz.com/notice.ashx?id=2054","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2054.png"
3107,"NO URIC 100MG COMP. B/50","EIPICO","RHUMATOLOGIE","ANTIGOUTTEUX","ALLOPURINOL","NO URIC","21B007","COMP.","100MG","B/50","Générique","Liste I","EGYPTE",True,True,"0","","109/ 21 B 007 /99","https://www.pharmnet-dz.com/notice.ashx?id=1394","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1394.png"
3108,"NO URIC 300MG COMP. B/20","EIPICO","RHUMATOLOGIE","ANTIGOUTTEUX","ALLOPURINOL","NO URIC","21B008","COMP.","300MG","B/20","Générique","Liste I","EGYPTE",True,True,"0","","109/ 21 B 008 /99","https://www.pharmnet-dz.com/notice.ashx?id=1398","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3109,"NOBAC ADULTE - NOBAC NOURRISSON 50MG/26,7MG/ML SUSP. BUV. B/1FL. DE 250ML (ADULTE) ET B/1FL. DE 150ML +UNE SERING. GRADUEE (NOURRISSON)","BIOPHARM","GASTRO-ENTEROLOGIE","ANTI-REFLUX GASTRO-OESOPHAGIEN","ALGINATE DE SODIUM / BICARBONATE DE SODIUM","NOBAC ADULTE - NOBAC NOURRISSON","10G054","SUSP. BUV.","50MG/26,7MG/ML","B/1FL. DE 250ML (ADULTE) ET B/1FL. DE 150ML +UNE SERING. GRADUEE (NOURRISSON)","Générique","N/D","ALGERIE",True,True,"210","","263/ 10 G 054 /11","https://www.pharmnet-dz.com/notice.ashx?id=2916","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2916.png"
3110,"NODILOF 1G/FL. DE PDRE. PDRE. P. SOL. INJ. IM/IV B/01 FL. DE PDRE. + 01 AMP. DE 10ML DE SOLV. (EPPI)","JERUSALEM PHARMACEUTICALS CO LTD","INFECTIOLOGIE","CEPHALOSPORINES","CEFAZOLINE","NODILOF","13B012","PDRE. INJ.","1G/FL. DE PDRE.","B/01 FL. DE PDRE. + 01 AMP. DE 10ML DE SOLV. (EPPI)","Générique","Liste I","PALESTINE",True,False,"181","","369/ 13 B 012 /15","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3111,"NOLIB 100MG COMP.PELL B/50","PHYSIOPHARM SARL","UROLOGIE ET NEPHROLOGIE","ANTI-INFECTIEUX URINAIRES","NITROXOLINE","NOLIB","25E015","COMP. PELLI.","100MG","B/50","Générique","Liste I","ALGERIE",True,True,"218","","462/25E015/16","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/4397.png"
3112,"NOLVADEX 10MG COMP. PELLI. B/30","ZENECA PHARMA","ENDOCRINOLOGIE ET HORMONES","ANTI-OESTROGENES","TAMOXIFENE","NOLVADEX","09B004","COMP. PELLI.","10MG","B/30","Princeps","Liste I","FRANCE",True,True,"346","","171/ 09 B 004 /99","https://www.pharmnet-dz.com/notice.ashx?id=603","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/603.png"
3113,"NOLVADEX 20MG COMP. B/30","ZENECA PHARMA","ENDOCRINOLOGIE ET HORMONES","ANTI-OESTROGENES","TAMOXIFENE","NOLVADEX","09B075","COMP. PELLI.","20MG","B/30","Princeps","Liste I","FRANCE",True,True,"646","","171/ 09 B 075 /99","https://www.pharmnet-dz.com/notice.ashx?id=606","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/606.png"
3114,"NONAN SOL.INJ. B/25 FL de 50 ML","AGUETTANT","METABOLISME NUTRITION DIABETE","ELEMENTS MINERAUX & EQUILIBRE HYDRO-ELECTROLYTIQUE","OLIGOELEMENTS","NONAN","14G056","SOL. INJ.","","B/25 FL de 50 ML","Générique","N/D","FRANCE",True,False,NULL,"","075/ 14 G 056 /98","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3115,"NOPAIN 125MG/5ML SUSP. BUV. FL/100ML","HIKMA PHARMACEUTICALS","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","NAPROXENE SODIQUE","NOPAIN","04B047","SUSP. BUV.","125MG/5ML","FL/100ML","Générique","Liste I","JORDANIE",True,True,"235","","001/ 04 B 047 /06","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3116,"NOPAIN 275MG COMP. B/20","HIKMA PHARMACEUTICALS","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","NAPROXENE SODIQUE","NOPAIN","04B019","COMP. PELLI.","275MG","B/20","Générique","Liste II","JORDANIE",True,True,"210","","001/ 04 B 019 /97/09","https://www.pharmnet-dz.com/notice.ashx?id=2758","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2758.png"
3117,"NOPAIN DS 550MG COMP. B/10","HIKMA PHARMACEUTICALS","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","NAPROXENE SODIQUE","NOPAIN DS","04B020","COMP. PELLI.","550MG","B/10","Générique","Liste II","JORDANIE",True,False,"217","","001/ 04 B 020 /97/09","https://www.pharmnet-dz.com/notice.ashx?id=2762","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2762.png"
3118,"NORADRENALINE 8MG/4ML SOL.INJ. B/50 AMP. DE 4ML","AGUETTANT","CARDIOLOGIE ET ANGEIOLOGIE","ANALEPTIQUES CIRCULATOIRES & ANTI-HYPOTENSEURS","ADRENALINE TARTRATE EXPRIME EN ADRENALINE","NORADRENALINE","06A008","SOL. INJ.","8MG/4ML","B/50 AMP. DE 4ML","Générique","Liste I","FRANCE",True,False,NULL,"","075/ 06 A 008 /01","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3119,"NORADRENALINE RENAUDIN 2MG/ML SOL. INJ.A DILUER PERF. B/10AMP. DE 4ML","RENAUDIN","CARDIOLOGIE ET ANGEIOLOGIE","ANALEPTIQUES CIRCULATOIRES & ANTI-HYPOTENSEURS","ADRENALINE TARTRATE EXPRIME EN ADRENALINE","NORADRENALINE RENAUDIN","06A008","SOL. INJ.","2MG/ML","B/10AMP. DE 4ML","Générique","Liste I","FRANCE",True,False,NULL,"","002/ 06 A 008 /05","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3120,"NORDITROPINE NORDILET 5MG/1,5ML SOL. INJ. S.C. EN STYLO PREREMPLI B/1STYLO PRE REMPLI DE 1,5ML","NOVO NORDISK","ENDOCRINOLOGIE ET HORMONES","HORMONES HYPOTHALAMIQUES & HYPOPHYSAIRES","SOMATROPINE","NORDITROPINE NORDILET","09J147","PDRE. SOL. INJ.","5MG/1,5ML","B/1STYLO PRE REMPLI DE 1,5ML","Princeps","Liste I","DANEMARK",True,True,"6500","","069/ 09 J 147 /06","https://www.pharmnet-dz.com/notice.ashx?id=3796","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3796.png"
3121,"NORFLOXAL 400 MG CP PELL B/16","SOPHAL (SOCIETE PHARMACEUTIQUE ALGERIENNE)","INFECTIOLOGIE","QUINOLONES","NORFLOXACINE","NORFLOXA","13K229","COMP.","400MG","B/16","Générique","Liste I","ALGERIE",True,True,"0","","039/13K229/17","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3122,"NORGALAX 0,12G/10G GEL.RECT.EN RECIPIENT UNIDOSE B/06 RECIPIENTS UNIDOSE DE 10 G","CHEMICAL FARMA","GASTRO-ENTEROLOGIE","MUCILAGES & MEDICAMENTS DE LA CONSTIPATION","DOCUSATE SODIQUE","NORGALAX","10M063","GEL RECTAL","0,12G/10G","B/06 RECIPIENTS UNIDOSE DE 10 G","Princeps","N/D","FRANCE",True,False,NULL,"","437/ 10 M 063 /98/09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3123,"NORLEVO 750µG (OU 0,75MG) COMP B/2","PHARMALLIANCE","GYNECOLOGIE","CONTRACEPTIFS HORMONAUX","LEVONORGESTREL","NORLEVO","11H064","COMP.","750µG (OU 0,75MG)","B/2","Générique","Liste I","ALGERIE",True,True,"0","","035/ 11 H 064 / 01","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3124,"NORMACOL 61G/100G DE GRLES. GRLES. ENRO. B/375G DE GRLES. - B/30 SACHETS DE 10G","CHEMICAL FARMA","GASTRO-ENTEROLOGIE","MUCILAGES & MEDICAMENTS DE LA CONSTIPATION","GOMME DE STERCULIA","NORMACOL","10M065","GRLES.","61G/100G DE GRLES.","B/375G DE GRLES. - B/30 SACHETS DE 10G","Princeps","N/D","FRANCE",True,False,"0","","437/ 10 M 065 /98/09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3125,"NORMACOL LAVEMENT ADULTE 23,66G/10,40G/130ML SOL.RECT.ADULTE FL.UNIDOSE DE 130ML","CHEMICAL FARMA","GASTRO-ENTEROLOGIE","MUCILAGES & MEDICAMENTS DE LA CONSTIPATION","DIHYDROGENOPHOSPHATE DE SODIUM HYDRATE / HYDROGENOPHOSPHATE DE SODIUM DODECAHYDRATE","NORMACOL LAVEMENT ADULTE","10M115","SOL. RECTAL","23,66G/10,40G/130ML","FL.UNIDOSE DE 130ML","Princeps","N/D","FRANCE",True,False,"0","","437/ 10 M 115 /02/09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3126,"NORMACOL LAVEMENT ENFANT 10,92G/4,80G/60ML SOL.RECT.ENFANT FL. UNIDOSE DE 60ML","CHEMICAL FARMA","GASTRO-ENTEROLOGIE","MUCILAGES & MEDICAMENTS DE LA CONSTIPATION","DIHYDROGENOPHOSPHATE DE SODIUM HYDRATE / HYDROGENOPHOSPHATE DE SODIUM DODECAHYDRATE","NORMACOL LAVEMENT ENFANT","10M121","SOL. RECTAL","10,92G/4,80G/60ML","FL. UNIDOSE DE 60ML","Princeps","N/D","FRANCE",True,False,"0","","437/ 10 M 121 /02/09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3127,"NORTA 50MG COMP. PELLI. SEC. B/30","INPHA-MédiS","CARDIOLOGIE ET ANGEIOLOGIE","ANTI-HYPERTENSEURS","LOSARTAN POTASSIQUE","NORTA","06E126","COMP. PELLI.","50MG","B/30","Générique","Liste I","ALGERIE",True,True,"1290","","317/ 06 E 126 /10","https://www.pharmnet-dz.com/notice.ashx?id=166","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/166.png"
3128,"NORTA FORT 100MG COMP. PELLI. SEC. B/28","INPHA-MédiS","CARDIOLOGIE ET ANGEIOLOGIE","ANTI-HYPERTENSEURS","LOSARTAN POTASSIQUE","NORTA FORT","06E240","COMP. PELLI.","100MG","B/28","Générique","Liste I","ALGERIE",True,True,"1204","","317/ 06 E 240 /11","https://www.pharmnet-dz.com/notice.ashx?id=3178","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3178.png"
3129,"NOSITRON 2MG/ML** (OU 4MG/2ML) SOL. INJ. IV B/05AMP. DE 2ML - B/50AMP. DE 2ML","SAIDAL GROUPE","GASTRO-ENTEROLOGIE","MEDICAMENTS DE LA MOTRICITE DIGESTIVE","ONDANSETRON","NOSITRON","10F048","SOL. INJ.","2MG/ML** (OU 4MG/2ML)","B/05AMP. DE 2ML - B/50AMP. DE 2ML","Générique","Liste I","ALGERIE",True,False,"714","","003/ 10 F 048 /09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3130,"NOSITRON 4MG COMP. ORODISPERS. B/04","SAIDAL GROUPE","ONDANSETRON CHLORHYDRATE DIHYDRATE EXPRIME EN ONDANSETRON","CANCEROLOGIE","","NOSITRON","05K154","COMP. ORODISPERS.","4MG","B/04","Générique","Liste I","ALGERIE",True,True,"285.6","","003/ 05 K 154 /10","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3131,"NOSITRON 4MG/5ML SIROP FL./50ML+GOBLET DOSEUR GRADUE","SAIDAL GROUPE","GASTRO-ENTEROLOGIE","MEDICAMENTS DE LA MOTRICITE DIGESTIVE","ONDANSETRON CHLORHYDRATE DIHYDRATE EXPRIME EN ONDANSETRON","NOSITRON","10F187","SIROP","4MG/5ML","FL./50ML+GOBLET DOSEUR GRADUE","Générique","Liste II","ALGERIE",True,True,"714","","003/ 10 F 187 /09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3132,"NOSITRON 8MG COMP. ORODISPERS. B/04","SAIDAL GROUPE","ONDANSETRON CHLORHYDRATE DIHYDRATE EXPRIME EN ONDANSETRON","CANCEROLOGIE","","NOSITRON","05K155","COMP. ORODISPERS.","8MG","B/04","Générique","Liste I","ALGERIE",True,True,"457.2","","003/ 05 K 155 /10","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3133,"NOTOREX 200MG GLES. B/10","SAIDAL GROUPE","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","CELECOXIB","NOTOREX","04B036","GLES.","200MG","B/10","Générique","Liste I","ALGERIE",True,False,"456","","003/ 04 B 036 /15","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
